Title, Birthyear, occupationgroup
Aubyn_Curtiss,,office holder
Audhild_Gregoriusdotter_Rotevatn,1975,other
Audie_Cornish,,other
Audouin_Dollfus,,academic
Audra_Lowe,,other
Audra_Paquette,1981,other
Audra_Smith,,other
Audrey_Azoulay,,other
Audrey_B._Collins,1945,office holder
Audrey_Bolte,,other
Audrey_Butt_Colson,1926,academic
Audrey_Capel_Doray,1931,other
Audrey_D'silva,,other
Audrey_Eu,,other
Audrey_G._Fleissig,1955,office holder
Audrey_Gelman,1987,other
Audrey_Gibson,1956,office holder
Audrey_MacLean,1952,other
Audrey_Marrs,1970,other
Audrey_McLaughlin,,office holder
Audrey_McMahon,1898,other
Audrey_Pheffer,1941,office holder
Audrey_Smedley,1930,other
Audrey_Smith,1915,academic
Audrey_Terras,1942,academic
Audri_Mukhopadhyay,1974,office holder
Audrius_Beinorius,1964,academic
Audun_Lysbakken,1977,office holder
Augie_Auer,1940,academic
Augie_Garrido,,other
Augie_Hoffmann,1981,athlete
August_Bach,,office holder
"August_Belmont,_Jr.",1853,other
August_Belmont_IV,1908,other
August_Bischler,1865,academic
August_Coppola,1934,author
August_Davidov,1823,academic
August_Dillmann,,author
August_Ferdinand_Möbius,,academic
August_Foerste,,academic
August_Freund,1835,academic
August_Gottlieb_Richter,1742,academic
August_Heintze,,academic
August_Herman_Pfund,,academic
August_Hermann_Ewerbeck,1816,other
August_Kleinzahler,,author
August_Košutić,1893,office holder
August_Kundt,,academic
August_Köhler,1866,academic
August_Michaelis,1847,academic
August_Rei,,other
August_Schomburg,1908,other
August_Sebastiani,,office holder
August_Skamenca,1981,other
August_W._Farwick,1902,other
August_Wilhelm_von_Hofmann,,academic
August_von_Kotzebue,,author
Augusta_Clark,1932,other
Auguste-Réal_Angers,,office holder
Auguste_Beernaert,,office holder
Auguste_Duméril,,academic
Auguste_Kerckhoffs,,academic
Auguste_Nefftzer,1820,other
Augustin_Banyaga,1947,academic
Augustin_Deac,1928,academic
Augustin_Matata_Ponyo,1964,office holder
Augustine_Colin_Macdonald,1837,office holder
Augustine_Dominguez,1955,office holder
Augustine_Kpehe_Ngafuan,1970,office holder
Augustine_Mahiga,,office holder
Augustine_Pulu,,athlete
Augustino_Masele,1966,office holder
Augusto_Barrera,1961,other
Augusto_Carlos_Teixeira_de_Aragão,1823,other
Augusto_Espinosa_Valderrama,1919,office holder
Augusto_Fantozzi,,office holder
Augusto_Grace,1954,office holder
Augusto_Murri,1841,other
Augusto_Righi,,academic
Augusto_Sagnotti,,academic
Augusto_Santos,,office holder
Augusto_Weberbauer,1871,other
Augustus_Addison_Gould,,academic
Augustus_Agar,,other
Augustus_Aikhomu,1939,office holder
Augustus_C._Kinney,1845,other
Augustus_D._Splivalo,1840,other
Augustus_De_Morgan,1806,academic
Augustus_E._Willson,1846,office holder
Augustus_George_Vernon_Harcourt,1834,academic
Augustus_Hare,,author
Augustus_Herman_Pettibone,,office holder
Augustus_Hill_Garland,,office holder
Augustus_John_Rush,1942,academic
Augustus_M._Ryon,1862,office holder
Augustus_Matthiessen,1831,academic
Augustus_Maxwell,,office holder
Augustus_N._Summers,1856,office holder
Augustus_Nathaniel_Lushington,1869,other
Augustus_Nuwagaba,1964,other
Augustus_O._Bourn,1834,other
Augustus_Owsley_Stanley,,office holder
Augustus_Peabody_Gardner,,other
Augustus_S._Miller,1847,other
Augustus_Seymour_Porter,,other
Augustus_Sol_Invictus,,other
Augustus_Stinchfield,1842,academic
Augustus_Theodore_Bartholomew,1882,other
Augustus_Van_Dievoet,1803,other
Augustus_W._Bennet,,other
Augustus_Wollaston_Franks,1826,other
Auke_Zijlstra,1964,office holder
Aun_Porn_Moniroth,1965,office holder
Aunese_Simati,,other
Aung_San,,other
Aung_San_Suu_Kyi,,office holder
Aung_Than,1940,other
Aung_Thaung,,office holder
Aung_Tun_Thet,,office holder
Aupee_Karim,0001,other
Aurealius_Thomas,1934,athlete
Aurel_Stodola,1859,other
Aurel_Vlaicu,1882,other
Aurel_Wintner,1903,academic
Aurelia_Frick,1975,office holder
Aurelia_H._Reinhardt,1877,other
Aurelian_Silvestru,1949,other
Aurelio_Caicedo_Ayerbe,1921,office holder
Aurelio_Iragorri_Valencia,1966,office holder
Aurelio_Saffi,,office holder
Aurora_Carlson,1987,other
Aurora_Levins_Morales,1954,author
Aurore_Barry,,other
Aurélien_Gill,,office holder
Austan_Goolsbee,,office holder
Austen_Harrison,1891,other
Austen_S._Cargill_II,1951,other
Austin_Abbott,1831,academic
Austin_Appleby,1993,athlete
Austin_Badon,1964,office holder
Austin_Bukenya,1944,author
Austin_Cook,,athlete
Austin_Cotterell_Taylor,1889,other
Austin_Currie,,office holder
Austin_E._Quigley,1942,other
Austin_Ernst,1992,athlete
Austin_Fernando,,office holder
Austin_Flint_I,1812,other
Austin_Gralton,1871,athlete
Austin_Hooper,,athlete
Austin_Hudson_(soccer),1959,other
Austin_Jones,,other
Austin_Kafentzis,1996,athlete
Austin_L._Wahrhaftig,1917,academic
Austin_Lewis_(politician),1932,other
Austin_Ligon,,other
Austin_Lyon,1989,other
Austin_M._Allran,,office holder
Austin_Mardon,,academic
Austin_Mitchell,,other
Austin_Murphy,,office holder
Austin_Osman_Spare,,other
Austin_P._McKenzie,1993,other
Austin_Peay,1876,office holder
Austin_Scott_(Rutgers),1848,other
Austin_Scott_(politician),1969,office holder
Austin_Smith_(biologist),1960,academic
Austin_Stowell,1984,other
Austin_Surhoff,1990,athlete
Austin_Tate,1951,academic
Austin_Washington,1985,athlete
Autherine_Lucy,1929,other
Autry_Beamon,1953,athlete
Autumn_Hurlbert,1980,other
Autumn_Rademacher,,other
Autumn_Reeser,1980,other
Autumn_Simunek,,other
Ava_DuVernay,1972,other
Ava_Gardner,1922,other
Ava_Yu,1985,other
Avanidhar_Subrahmanyam,,other
Avard_Fairbanks,1897,other
Avaz_Alakbarov,1952,office holder
Aveek_Sarkar,,other
Avel_Gordly,,office holder
Avelino_Corma_Canos,1951,academic
Aven_Nelson,,academic
Avenir_Peka,1978,office holder
Averil_Margaret_Lysaght,1905,academic
Averil_Power,,office holder
Avern_Cohn,1924,other
Avery_Blake,,other
Avery_Bourne,,office holder
Avery_Brundage,,office holder
Avery_Clayton,1947,other
Avery_John,,athlete
Avery_Johnson,,athlete
Avery_Ng,1976,other
Avery_Rockefeller,1903,other
Avery_Scharer,1986,athlete
Avet_Barseghyan,1980,other
Avetik_Isahakyan,,author
Avetis_Nazarbekian,1866,other
Avi_Rubin,,academic
Avi_Weinroth,1963,other
Avi_Wigderson,1956,academic
Avi_Yashchin,,other
Avijit_Roy,,author
Avinash_Dharmadhikari,,office holder
Avinash_Dixit,,other
Avinash_Kak,,other
Avis_Wyatt,1984,athlete
Aviv_Regev,,academic
Avneet_Shergill,1985,other
Avner_Cohen,,author
Avner_Faingulernt,1961,other
Avner_Friedman,1932,academic
Avner_Magen,1968,academic
Avnita_Bir,1957,other
Avon_Honey,1947,office holder
Avraham_Biran,1909,academic
Avraham_Even-Shoshan,1906,other
Avraham_Gileadi,1940,other
Avraham_Harman,,office holder
Avraham_Trahtman,1944,academic
Avrahm_Yarmolinsky,1890,author
Avril_(singer),1986,other
Avril_Doyle,,office holder
Avril_Haines,1969,office holder
Avrion_Mitchison,,academic
Avron_Fogelman,1940,other
Avshalom_Elitzur,1957,academic
Avtar_Singh_Karimpuri,1964,office holder
Avtar_Singh_Rikhy,1923,other
Avula_Sambasiva_Rao,1917,other
Awa_Marie_Coll-Seck,1951,office holder
Awad_Khleifat,1945,office holder
Awad_al-Baraasi,1966,office holder
Awadh_Kishore_Narain,1925,academic
Awang_Adek_Hussin,1955,other
Awn_Shawkat_Al-Khasawneh,,office holder
Awni_Abd_al-Hadi,1889,other
Axel_A._Weber,,office holder
Axel_Bruns_(scholar),,other
Axel_Cleeremans,1962,academic
Axel_Doruelo,,athlete
Axel_Kahn,1944,other
Axel_Kicillof,,office holder
Axel_Leijonhufvud,1933,other
Axel_Maußen,1968,other
Axel_Ockenfels,1969,other
Axel_Roth,1936,other
Axel_Thue,,academic
Axel_Voss,1963,office holder
Axelle_Lemaire,1974,office holder
Aya_Saad_Eldeen,,author
Aya_Tarek,,other
Ayaan_Hirsi_Ali,1969,other
Ayad_Allawi,,office holder
Ayad_al-Samarrai,1946,other
Ayako_Sono,,author
Ayanda_Lubelo,1992,athlete
Ayanna_Howard,1972,academic
Ayat_Najafi,1976,other
Ayaz_Latif_Palijo,1969,other
Aydan_Özoğuz,1967,office holder
Aydin_Aghdashloo,,other
Aydin_Balayev,1956,other
Aydın_Boysan,1921,other
Aydın_Doğan,1936,other
Aydın_Güven_Gürkan,1941,other
Aydın_Sayılı,1913,academic
Aydın_Uslupehlivan,,other
Aye_Aung,,other
Aye_Maung_Han,,office holder
Ayelet_Gneezy,1966,other
Ayelet_Waldman,,author
Ayesha_Jalal,,academic
Ayesha_Omer,,other
Ayesha_Rubina,1969,other
Ayesha_Siddiqa,,academic
Aygül_Özkan,1971,office holder
Ayhan_Ulubelen,1931,academic
Aykut_Barka,,academic
Aylmer_Cameron,,other
Ayman_Al-Sayyad,1956,other
Ayman_Asfari,1958,other
Ayman_Hariri,,other
Ayman_Hazza'_al-Majali,1949,office holder
Ayman_Mohyeldin,1979,other
Ayman_Nour,,office holder
Ayman_Zohry,1964,other
Ayman_al-Zawahiri,1951,other
Aymar_Embury_II,1880,other
Aymeric_Chauprade,1969,other
Ayn_Rand,,author
Ayoola_Erinle,,athlete
Ayoub-Farid_Michel_Saab,1939,other
Ayoub_Qanir,,other
Aysun_Kayacı,1981,other
Aytek_Genc,1966,other
Ayten_Amin,1978,other
Ayu_Gani,,other
Ayub_Ali,1887,other
Ayub_Khan_(general),,office holder
Ayumu_Goromaru,,athlete
Ayya_Nadar,1905,other
Ayyub_Guliyev,,academic
Ayça_Ayşin_Turan,1992,other
Ayşe_Nur_Bahçekapılı,,other
Ayşen_Gürcan,,other
Ayşenur_İslam,1958,other
Azad_Moopen,1953,other
Azadeh_Ensha,,other
Azahara_Muñoz,1987,athlete
Azalina_Othman_Said,1963,other
Azam_Khan_(politician),,office holder
Azam_Khan_Swati,1956,office holder
Azangachhi_Shaheb,1828,other
Azar_Nafisi,,author
Azariah_C._Flagg,,office holder
Azary_Abramovich_Lapidus,1958,academic
Azel_Backus,1765,other
Azem_Hajdari,,office holder
Azer_Amiraslanov,1971,office holder
Azfar_Rizvi,,other
Azhagar_Ramanujam,,other
Azhar_Suhail,1949,other
Azim_Premji,1945,other
Aziz_Ahmed,,office holder
Aziz_Al-Yasiri,1945,office holder
Aziz_Duwaik,,office holder
Aziz_Ezzat_Pasha,1869,office holder
Aziz_Qureshi,1940,office holder
Aziz_Sancar,,academic
Aziz_Suryal_Atiya,1898,academic
Azizan_Abdul_Razak,1944,other
Azizul_Hakim,0015,other
Azizur_Rahman_Aziz,,author
Azlan_Man,1958,other
Azman_Hashim,1939,other
Azman_Ibrahim,1960,other
Azmin_Ali,1964,other
Aznil_Nawawi,1962,other
Azra_Aksamija,,other
Azra_Raza,,other
Azucena_Berrutti,1929,office holder
Azuma_Koshiishi,,other
Azwar_Abubakar,1952,office holder
Azwinndini_Muronga,,academic
Azyumardi_Azra,1955,office holder
Azzam_Sleit,1966,office holder
Aécio_Neves,,office holder
Aída_Álvarez,,office holder
AJ_Coertzen,1990,athlete
AJ_Dee,1982,other
AJ_Mediratta,,other
AJ_Odudu,1988,other
AJ_Perez_(blogger),1981,other
A_B_Chakravorty,,author
A_C_Wharton,,other
A_R_Mallick,1918,other
Aadan-Gurey_Maxamed_Cabdille,,author
Aadel_Kardooni,1968,athlete
Aafia_Siddiqui,1972,other
Aage_B._Sørensen,1941,academic
Aage_Bohr,,academic
Aaja_Chemnitz_Larsen,1977,office holder
Aaly_Tokombaev,1904,author
Aamer_Anwar,1967,other
Aamir_Ali,,other
Aaran_McEneff,1985,athlete
Aaron_A._Davis,,athlete
Aaron_Atayde,1986,other
Aaron_Bean,1967,other
Aaron_Bell,1921,other
Aaron_Boulding,1972,author
Aaron_Brant,1984,athlete
Aaron_Brumbaugh,1890,other
Aaron_Buerge,1974,other
Aaron_Burbridge,,athlete
Aaron_Burr,,office holder
"Aaron_Callaghan_(footballer,_born_1966)",,other
Aaron_Chandler,1983,athlete
Aaron_Clapham,1987,athlete
Aaron_Clark,1787,office holder
Aaron_Cohen-Gadol,1970,academic
Aaron_Covington,,author
Aaron_Cruden,1989,athlete
Aaron_D._Ames,,academic
Aaron_D._Ford,1972,office holder
Aaron_D._O'Connell,1981,other
Aaron_David_Miller,1949,author
Aaron_DeLoach,1983,athlete
Aaron_Director,,other
Aaron_Dundon,1982,athlete
Aaron_Farrugia,,other
Aaron_Feuerstein,1925,other
Aaron_Fiacconi,1979,athlete
Aaron_Friedberg,,academic
Aaron_Fulkerson,,other
Aaron_Gibson,1977,athlete
Aaron_Goldberg_(botanist),1917,academic
Aaron_Goldberg_(golfer),1985,athlete
Aaron_Halfaker,1983,academic
Aaron_Hirschhorn,,other
Aaron_Jack,,office holder
Aaron_Jarvis,1986,athlete
Aaron_Katersky,1975,other
Aaron_Kaufer,,office holder
Aaron_Kelton,1974,other
Aaron_Kirunda,1985,other
Aaron_Klug,,academic
Aaron_Koch,,athlete
Aaron_Krauter,1956,office holder
Aaron_Lee,1972,other
Aaron_Levie,,other
Aaron_Liffchak,1985,athlete
Aaron_Ling_Johanson,1980,office holder
Aaron_Manasses_McMillan,1895,office holder
Aaron_Marcus,1943,academic
Aaron_McCreary,1892,other
Aaron_McGhee,,athlete
Aaron_Michlewitz,,office holder
Aaron_Motsoaledi,1958,office holder
Aaron_Novick,1919,academic
Aaron_O'Connell,,other
Aaron_Osmond,,office holder
Aaron_Parker,1986,athlete
Aaron_Parsons,1980,academic
Aaron_Patzer,,other
Aaron_Paye,1981,athlete
Aaron_Peskin,1964,office holder
Aaron_Peterson,,office holder
Aaron_Pitchkolan,,athlete
Aaron_Pixton,1986,academic
Aaron_Porter,1985,office holder
Aaron_Rehkop,1891,office holder
Aaron_Roderick,1972,other
Aaron_Rosanoff,1878,other
Aaron_S._Daggett,1837,other
Aaron_Sagers,,other
Aaron_Sams,,academic
Aaron_Schock,1981,office holder
Aaron_Schoenfeld,1990,athlete
Aaron_Schwartz_(Canadian_actor),1948,other
"Aaron_Selber,_Jr.",1927,office holder
Aaron_Simpson,1971,other
Aaron_Simpson_(entrepreneur),1972,other
Aaron_Sorkin,,author
Aaron_Spangler,1971,other
Aaron_Swartz,1986,other
Aaron_T._Beck,,academic
Aaron_Tveit,1983,other
Aaron_Twerski,,academic
Aaron_Tänzer,1871,other
Aaron_V._Brown,,office holder
Aaron_Vega,1970,office holder
Aaron_Watkins_(golfer),1982,athlete
Aaron_Wheeler,1988,athlete
Aaron_Yeary,1975,other
Aarti_Mann,1978,other
Aaryn_Gries,1990,other
Aasia_Ishaque,1970,office holder
Ab_Klink,1958,other
Aban_Marker_Kabraji,1953,academic
Abass_Alavi,,academic
Abass_Bundu,,other
Abayomi_Ajayi,1961,other
Abayomi_Olonisakin,,office holder
Abba_Gumel,,other
Abba_Kyari_(businessman),,office holder
Abbas_Ahmad_Akhoundi,1957,office holder
Abbas_Ali_Khan,1978,other
Abbas_Araghchi,1962,other
Abbas_Aroua,1962,academic
Abbas_Bahri,1955,other
Abbas_Edalat,,academic
Abbas_Gullet,1959,office holder
Abbas_Milani,,academic
Abbas_Raza,,other
Abbas_Torabian,1952,other
Abbas_Zaryab,1919,author
Abbe_Smith,,other
Abbi_Tatton,1975,other
Abbie_Boudreau,1978,other
Abbie_Cornett,,office holder
Abbie_Hoffman,,author
Abbott_Barnes_Rice,1862,office holder
Abbott_Lawrence_Lowell,,office holder
Abby_Elliott,1987,other
Abby_Hagyard,,other
Abby_Hancock,1986,other
Abby_Huntsman,1986,other
Abby_Jackson,1982,other
Abby_Joseph_Cohen,1952,other
Abby_Lillian_Marlatt,1869,academic
Abby_Martin,1984,other
Abby_Rubenfeld,1953,other
Abby_Sunderland,1993,other
Abby_and_Brittany_Hensel,1990,other
Abd_Al_Aziz_Awda,1950,other
Abd_Allah_Siraj,,office holder
Abd_al-Hamid_Kishk,1933,other
Abd_al-Rahman_al-Bazzaz,,office holder
Abdallah_Al-Jazi,1954,office holder
Abdallah_Kigoda,,office holder
Abdallah_Possi,,office holder
Abdallah_Schleifer,1935,other
Abdel-Aziz_bin_Habtour,1955,office holder
AbdelRahman_Mansour,1986,other
Abdel_Aziz_al-Rantisi,1947,other
Abdel_Halim_Hafez,,other
Abdel_Karim_al-Khaiwani,1965,other
Abdel_Moneim_Aboul_Fotouh,1951,office holder
Abdel_Moneim_El_Shahat,1970,other
Abdel_Qawi_Khalifa,,office holder
Abdel_Wahab_Qaid,1967,other
Abdelfattah_Mourou,,office holder
Abdelkarim_Harouni,1960,other
Abdellatif_Maazouz,1954,office holder
Abdelouahed_Belkeziz,1939,office holder
Abdelraouf_al-Rawabdeh,1939,office holder
Abdelsalam_al-Majali,,office holder
Abderrahmane_Benkhalfa,1949,office holder
Abderrazak_Kilani,1954,office holder
Abdessadek_Rabiaa,1945,office holder
Abdi_Farah_Shirdon,1958,office holder
Abdi_Ismail_Samatar,1950,author
Abdi_Kusow,,author
Abdi_Warsame,1977,office holder
Abdi_İpekçi,1929,other
Abdimalik_Askar,1975,other
Abdinur_Sheikh_Mohamed,,other
Abdiqasim_Salad_Hassan,,other
Abdirahman_Duale_Beyle,1955,other
Abdirahman_Farole,1945,other
Abdirahman_Hussein,,other
Abdirahman_Jama_Barre,,other
Abdirahman_Mohamed_Husen,,other
Abdirashid_Ali_Shermarke,,other
Abdirizak_Ibrahim_Mohamed_Attash,1969,office holder
Abdisalam_Omer,1954,office holder
Abdiweli_Mohamed_Ali,1965,office holder
Abdiweli_Sheikh_Ahmed,1959,office holder
Abdoel_Kahar_Moezakir,,office holder
Abdol_Ghayoom_Ebrahimi,1932,other
Abdolali_Bazargan,1943,other
Abdolhossein_Hazhir,,other
Abdollah_Jassbi,1944,office holder
Abdolreza_Kahani,1973,other
Abdolreza_Rahmani_Fazli,,office holder
Abdou_Diouf,,office holder
Abdou_Kolley,1970,office holder
Abdoul_Mbaye,1953,office holder
Abdoulkader_Kamil_Mohamed,1951,office holder
Abduaziz_al_Hussan,1981,other
Abdul-Aziz_ibn_Abdullah_Al_ash-Sheikh,,office holder
Abdul-Majid_Bhurgri,1948,other
Abdul-Monem_Al-Mashat,,academic
Abdul-Razzaq_Sheikh_Issa,1955,office holder
AbdulMagid_Breish,1951,other
Abdul_Ahmed_Ningi,1960,office holder
Abdul_Alkalimat,1942,other
Abdul_Aziz_Baba,,office holder
Abdul_Aziz_Bin_Abdullah_Al_Zamil,1942,other
Abdul_Aziz_Said,,other
Abdul_Aziz_Shamsuddin,1938,other
Abdul_Bakeer_Markar,,office holder
Abdul_Bangura,,athlete
Abdul_Bari_(professor),1892,other
Abdul_Gaffar_Billoo,,academic
Abdul_Gaffar_Choudhury,1934,other
Abdul_Gani_Patail,1955,office holder
Abdul_Ghafoor_(Saharsa_politician),1959,office holder
Abdul_Ghafoor_Ahmed,1927,other
Abdul_Ghafoor_Bhurgri,,other
Abdul_Ghani_Othman,1946,other
Abdul_Hadi_Awang,1947,office holder
Abdul_Hafeez_(chemist),1882,academic
Abdul_Hafeez_Pirzada,,office holder
Abdul_Hafeez_Shaikh,,office holder
Abdul_Hameed_Dogar,1944,office holder
Abdul_Hameed_Nayyar,1945,academic
Abdul_Hamid_(politician),,office holder
Abdul_Hamid_Bahij,1979,author
Abdul_Ilah_Khatib,1953,office holder
Abdul_Jabbar_Khan,1902,office holder
Abdul_Jalil_(Bangladesh_politician),,other
Abdul_Jamil_Khan,1930,other
Abdul_Jeelani,1954,athlete
Abdul_Kallon,1969,office holder
Abdul_Karim_(soil_scientist),1922,other
Abdul_Karim_Luaibi,1959,office holder
Abdul_Koroma,1943,other
Abdul_Majeed_Waris,1991,athlete
Abdul_Majid_(physicist),1941,academic
Abdul_Malik_(physician),,academic
Abdul_Malik_Baloch,,office holder
Abdul_Marombwa,1959,office holder
Abdul_Meniem_Al-Toras,,office holder
Abdul_Qadeer_Khan,1936,academic
Abdul_Qader_Qahtan,1952,office holder
Abdul_Qadir_Baloch,1956,office holder
Abdul_Qadir_Patel,1968,other
Abdul_Qayum_Wardak,,office holder
Abdul_Qayyum_Khan,,other
Abdul_Quader_Molla,1948,other
Abdul_Quayyum_Khan_Kundi,1966,office holder
Abdul_Rahim_Ayoubi,1982,office holder
Abdul_Rahim_Dawood,1965,office holder
Abdul_Rahim_Khan,1925,office holder
Abdul_Rahman_Abbas,1938,office holder
Abdul_Rahman_Al-Sumait,1947,other
Abdul_Rahman_Dahlan,1965,other
Abdul_Rahman_Ghassemlou,1930,other
Abdul_Rahman_Habil,,office holder
Abdul_Rahman_Mohammed_Al_Oweis,,office holder
Abdul_Rahman_Mustafa,,office holder
Abdul_Rahman_Ya'kub,,other
Abdul_Rahman_bin_Hamad_Al_Attiyah,1950,office holder
Abdul_Rasheed_Na'Allah,1962,other
Abdul_Rashid_(agriculturist),1950,academic
Abdul_Rashid_(judge),,other
Abdul_Rashid_Ghazi,"['1964', '1968']",other
Abdul_Razak_Baginda,,office holder
Abdul_Razak_Hussein,,office holder
Abdul_Razaque,,academic
Abdul_Rehman_Memon,1941,academic
Abdul_Sathar_Kunju,,office holder
Abdul_Sattar_(Maharashtra_politician),,office holder
Abdul_Sattar_Afghani,1930,other
Abdul_Taib_Mahmud,1936,other
Abdul_Thompson_Conteh,1970,athlete
Abdulalim_A._Shabazz,1927,academic
Abdulaziz_Sachedina,1942,other
Abdulaziz_bin_Mohieddin_Khoja,1940,office holder
Abdulbaset_Sieda,1956,office holder
Abdulgani_A._Salapuddin,1952,office holder
Abduljalil_Khalil,1961,other
Abdulkadir_Sheikh_Dini,,other
Abdulla_Shahid,,office holder
Abdulla_Sodiq,,office holder
Abdulla_Yameen,,office holder
Abdullah-Al-Muti,1930,other
Abdullah_Abdullah,1960,office holder
Abdullah_Abdurahman,1872,other
Abdullah_Abu_Sayeed,,author
Abdullah_Ahmad_Badawi,,office holder
Abdullah_Al_Nuaimi_(politician),,office holder
Abdullah_Ayasrah,1952,office holder
Abdullah_Bishara,1936,office holder
Abdullah_Eksioglu,1970,other
Abdullah_Ensour,1939,office holder
Abdullah_Gül,,office holder
Abdullah_Hussein_Jebara,1957,office holder
Abdullah_Levent_Tüzel,1961,office holder
Abdullah_Md_Zin,1946,other
Abdullah_S._Jum'ah,,office holder
Abdullah_Sadiq,1940,academic
Abdullah_Tariki,1919,office holder
Abdullah_Tarmugi,,other
Abdullah_Yusuf_Azzam,1941,other
Abdullah_al-Ahmar,1936,office holder
Abdullah_al-Qasemi,1907,author
Abdullah_al-Thani,1954,office holder
Abdullah_al_Mamun,1942,other
Abdullah_bin_Abdulaziz_Al_Rabiah,1954,office holder
Abdullah_bin_Hamad_bin_Khalifa_Al_Thani,,office holder
Abdullah_bin_Mohammed_bin_Saud_Al_Thani,,other
Abdullah_bin_Nasser_bin_Khalifa_Al_Thani,1959,office holder
Abdullah_bin_Zayed_Al_Nahyan,,office holder
Abdullah_ibn_Muhammad_Al_ash-Sheikh,1948,office holder
Abdullahi_Shehu,,office holder
Abdullahi_Umar_Ganduje,1949,office holder
Abdullahi_Yusuf_Ahmed,,other
Abdullatif_bin_Ahmed_Al_Othman,,other
Abdulmari_Imao,1936,other
Abdulmumini_Hassan_Rafindadi,1957,office holder
Abdulmumini_Kabir_Usman,1951,other
Abdulqawi_Yusuf,,office holder
Abdulrahim_Abby_Farah,1919,other
Abdulrahman_Bello_Dambazau,,office holder
Abdulrahman_al-Ansary,1935,academic
Abdulrahman_bin_Abdullah_Al_Barrak,1956,office holder
Abdulrahman_bin_Musa'ad,1967,other
Abdulsalam_Haykal,1978,other
Abdulwahab_Alamrani,1958,other
Abdulwahab_Hussain,1954,other
Abdur_Rab_Nishtar,,office holder
Abdur_Raheem_Green,1962,other
Abdur_Rahman_Biswas,,office holder
Abdur_Rahman_Hye,1919,other
Abdur_Rahman_Madani,1971,other
Abdur_Razzak_(politician),,other
Abdur_Razzaq_(politician),,other
Abdur_Razzaq_(professor),,author
Abdurrahim_Boynukalın,,office holder
Abdurrahim_El-Keib,1950,office holder
Abdurrahim_Karslı,1964,office holder
Abdurrahman_Mustafa,1964,office holder
Abdurrahman_Wahid,,other
Abdus_Salam,,academic
Abdus_Sattar_(president),,office holder
Abdus_Shakur_(writer),1941,other
Abdus_Suttar_Khan,,academic
Abdussalam_Al_Qadi,,office holder
Abdülhamit_Bilici,1970,other
Abdüllatif_Şener,1954,other
Abe_Cohn,1897,athlete
"Abe_E._Pierce,_III",1934,other
Abe_Fortas,,other
Abe_Garver,,other
Abe_Goff,,other
Abe_Isoo,,other
Abe_Issa,,other
Abe_Lemons,,other
Abe_Martin,1908,other
Abed_Bwanika,1967,other
Abeer_Hamza,,author
Abeer_Macintyre,1964,other
Abel_A._Hunter,1877,other
Abel_Caballero,1946,other
Abel_Davies,1861,athlete
Abel_Gebor,1990,athlete
Abel_Herrero,1969,office holder
Abel_Idowu_Olayinka,1958,other
Abel_Maldonado,,office holder
Abel_Nathaniel_Bankole_Stronge,,other
Abel_P._Upshur,,office holder
Abel_Wolman,1892,academic
Abelardo_Saavedra,,other
Aber_Whitcomb,1977,other
Abet_Guidaben,,athlete
Abeyratne_Ratnayaka,,other
Abhas_Mitra,,academic
Abhay_Ashtekar,,academic
Abhay_Kumar,1980,other
Abhay_and_Rani_Bang,,other
Abhaya_Induruwa,1950,other
Abhayanand,,other
Abhi_Subedi,,author
Abhi_Talwalkar,,other
Abhijit_Banerjee,,other
Abhijit_Bhaduri,,author
Abhijit_Deshmukh,,academic
Abhijit_Mukherjee,1960,office holder
Abhijit_Pandya,1980,office holder
Abhimanyu_Sindhu,1967,office holder
Abhinav_Chaturvedi,,other
Abhiroop_Mukhopadhyay,1974,other
Abhishek_Chaubey,1977,other
Abhishek_Singhvi,1959,office holder
Abhisit_Vejjajiva,,office holder
Abid_Qaiyum_Suleri,1969,academic
Abid_Raja,,office holder
Abid_Raza_Khan,,office holder
Abidemi_Sanusi,,other
Abiel_Foster,,office holder
Abigail_Johnson,1961,other
Abigail_Reynolds,,author
Abigail_Valte,,office holder
Abigail_Whelan,1988,office holder
Abijah_Cheever,1760,office holder
Abish_Kekilbayev,,office holder
Abner_J._Mikva,,office holder
Abner_O._Shaw,1837,other
Abner_Oakes,1934,other
Abolhassan_Astaneh-Asl,1947,academic
Abolhassan_Naeini,1955,office holder
Abongile_Nonkontwana,1995,athlete
Abou_Elela_Mady,1958,office holder
Abraham_Adrian_Albert,1905,academic
Abraham_Alikhanov,1904,academic
Abraham_Ancer,,athlete
Abraham_B._Hasbrouck,1791,other
Abraham_Baldwin,,office holder
Abraham_Bockee,1784,other
Abraham_Burickson,1975,other
Abraham_Byandala,1950,other
Abraham_Charnes,,academic
Abraham_Colles,,academic
Abraham_David_Sofaer,1938,other
Abraham_Edwards,1796,office holder
Abraham_Eraly,1934,author
Abraham_Esau,1884,academic
Abraham_Fitzgibbon,1823,other
Abraham_Flexner,,academic
Abraham_Garrod_Thomas,1853,other
Abraham_Gotthelf_Kästner,,academic
Abraham_H._Haddad,,academic
Abraham_H._Taub,,academic
Abraham_H._de_Vries,1937,other
Abraham_Herr_Smith,1815,other
Abraham_Iyambo,1961,office holder
Abraham_Kattumana,1944,other
Abraham_Kazen,1919,office holder
Abraham_Kirkpatrick_Lewis,1815,other
Abraham_Klein_(physicist),1927,academic
Abraham_Kuyper,,other
Abraham_Lilienfeld,,academic
Abraham_Lincoln_Keister,1852,office holder
