Title, Birthyear, occupationgroup
Abraham_Lincoln_McCrimmon,1865,other
Abraham_Lubin,1937,other
Abraham_M._Schermerhorn,1791,other
Abraham_Maslow,,academic
Abraham_McClellan_(Tennessee_politician),,office holder
Abraham_Neyman,1949,academic
Abraham_Nitzan,1944,academic
Abraham_Nott,1768,other
Abraham_Pais,,academic
Abraham_Pineo_Gesner,,academic
Abraham_Robinson,,academic
Abraham_S._Fischler,1928,office holder
Abraham_Samad,1966,office holder
Abraham_Seidenberg,1916,academic
Abraham_Shek,1945,other
Abraham_Silberschatz,,academic
Abraham_Sinkov,,academic
Abraham_Tesser,,academic
Abraham_Van_Vechten,1762,office holder
Abraham_Vater,1684,academic
Abraham_Verghese,1955,author
Abraham_Villon,1990,athlete
Abraham_Wald,,academic
Abraham_Weiss,1895,other
Abraham_Ziv,1940,academic
Abram_Ilyich_Fet,1924,academic
Abram_Penn_Staples,1885,office holder
Abram_S._Isaacs,1851,other
Abram_Samoilovitch_Besicovitch,,academic
Abrar_Hussain_(general),1918,other
Abrie_Griesel,1992,athlete
Abu_Aiah_Koroma,,other
Abu_Ammaar_Yasir_Qadhi,1975,other
Abu_Bakar_Abdullah,1955,office holder
Abu_Bakar_Suleiman,,office holder
Abu_Bakr_Ahmad_Haleem,1897,academic
Abu_Bakr_Baira,,office holder
Abu_Bakr_al-Qirbi,,office holder
Abu_Belal_Muhammad_Shafiul_Huq,,office holder
Abu_Chiaba,1947,office holder
Abu_H_Imamuddin,,other
Abu_Hena_Mustafa_Kamal,1936,other
Abu_Sadat_Mohammad_Sayem,,office holder
Abu_Sayeed_M_Ahmed,,other
Abubakar_Adam_Ibrahim,1979,other
Abubakar_Sani_Bello,1967,other
Abubakar_Sani_Sambo,1955,office holder
Abubakar_Tafawa_Balewa,,other
Abubakarr_Multi-Kamara,,office holder
Abul_Asad,,author
Abul_Fateh,1924,other
Abul_Fazal_(writer),1903,other
Abul_Hussain,1922,other
Abul_Hussam,,academic
Abul_Kalam_Shamsuddin,1897,other
Abul_Khair_Kashfi,1932,academic
Abul_Khair_Litu,1950,other
Abul_Lais_Siddiqui,,academic
Abul_Maal_Abdul_Muhith,,office holder
Abul_Mansur_Ahmed,1898,other
Abul_Taher,1976,other
Abulhassan_Navab,1958,office holder
Abundio_Sagástegui_Alva,1932,academic
Abune_Paulos,,other
Abílio_Diniz,1936,other
Acacio_Gabriel_Viegas,1856,other
Accepted_Frewen,,other
Ace_Magashule,1959,other
Ace_Mumford,1898,other
Ace_Powell,,other
Acee_Blue_Eagle,1907,other
Achal_Bakeri,1960,other
Achilles_Papapetrou,,academic
Achim_Müller,,academic
Achim_Schwenk,,academic
Achim_Steiner,1961,other
Achmad_Soebardjo,1896,office holder
Achyuta_Samanta,1965,other
Ad_Bax,1956,academic
Ad_Melkert,,office holder
Ad_Rutschman,1931,other
Ada_Comstock,1876,other
Ada_Deer,1935,office holder
Ada_Hitchins,1891,academic
Ada_Jack_Carver_Snell,1890,other
Ada_Maddison,1869,academic
Ada_Mills,1912,other
Ada_Yonath,1939,academic
Adagur_H._Vishwanath,1949,office holder
"Adair_Turner,_Baron_Turner_of_Ecchinswell",,office holder
Adalbert_Schnizlein,1814,academic
Adalbert_Stifter,,author
Adalbert_Theodor_Michel,1821,academic
Adalberto_Jordan,1961,office holder
Adalet_Ağaoğlu,1929,other
Adam_Adler,,other
Adam_Afriyie,,other
Adam_Alexander_(sportscaster),1973,other
Adam_Andrzejewski,1969,office holder
Adam_Aron,1954,other
Adam_Arthur,1985,athlete
Adam_B._Ellick,,other
Adam_Baer,1977,other
Adam_Bagni,1984,other
Adam_Bandt,1972,office holder
Adam_Beard,1996,athlete
Adam_Bighill,1988,athlete
Adam_Black,,office holder
Adam_Boulton,1959,other
Adam_Bradley_(politician),,office holder
Adam_Braidwood,1984,athlete
Adam_Braun,1983,other
Adam_Breneman,1995,athlete
Adam_Brown_(Illinois_politician),1985,office holder
Adam_Bruce_Thomson,1885,other
Adam_Burdett,1882,athlete
Adam_Burrows,,academic
Adam_Buszko,1975,other
Adam_Butler_(politician),,other
Adam_Byrne,1994,athlete
Adam_Byrnes,1981,athlete
Adam_C._Siepel,1972,academic
Adam_C_Franklin,1980,other
Adam_Cesare,,other
Adam_Cheyer,,academic
Adam_Chodzko,1965,other
Adam_Christian_Clark,,other
Adam_Christing,1964,other
Adam_Ciralsky,1971,other
Adam_Clark,,academic
Adam_Clarke_Snydor,1834,other
Adam_Clay_(soccer),1982,athlete
"Adam_Clayton_Powell,_Jr.",,other
Adam_Clayton_Powell_IV,,other
Adam_Crozier,1964,other
Adam_Darragh,1979,athlete
Adam_Darski,1977,other
Adam_Doneger,,athlete
Adam_Dorrel,1974,other
Adam_Driggs,,office holder
Adam_Easton,,other
Adam_Ebbin,1963,office holder
Adam_Edelen,,office holder
Adam_Elliot,1972,other
Adam_Emirali,1989,athlete
Adam_Empie,1785,office holder
Adam_Exner,1928,other
Adam_Ferguson_(photographer),1978,other
Adam_Fleming_(businessman),1948,other
Adam_Frank,1962,academic
Adam_František_Kollár,1718,other
Adam_Freier,,athlete
Adam_G._Ciongoli,1968,other
Adam_Galinsky,,academic
Adam_Garfinkle,1951,other
Adam_Gazzaley,1968,academic
Adam_Gee_(golfer),1980,athlete
Adam_Gidwitz,1982,author
Adam_Giede_Böving,1869,academic
Adam_Goldberg_(writer),,author
Adam_Goode,1983,office holder
Adam_Grant,1981,author
Adam_Gray,,office holder
Adam_Hadwin,1987,athlete
Adam_Harris,1975,office holder
Adam_Hart,,author
Adam_Hartung,1957,other
Adam_Heller,1933,academic
Adam_Henry_(American_football),1972,athlete
Adam_Herbert,,office holder
Adam_Herz,1972,other
Adam_Hock,1964,other
Adam_Hollingsworth,,other
Adam_Holloway,,other
Adam_Horowitz,,author
Adam_Houghton,1315,other
Adam_Hrycaniuk,,athlete
Adam_Ingram_(Labour_politician),,office holder
Adam_J._Yeend,1980,other
Adam_James_Dalton,1970,author
Adam_Jarubas,,office holder
Adam_Joinson,1970,other
Adam_K._Bert,1905,other
Adam_Kantor,,other
Adam_Kelso_Fulton,1929,athlete
Adam_Kendon,,academic
Adam_Kennedy_(actor),1922,other
Adam_Khoo,1974,other
Adam_Kilgarriff,,academic
Adam_King_(congressman),1790,office holder
Adam_Kinzinger,1978,other
Adam_Klein_(writer),1962,author
Adam_Koenig,1971,office holder
Adam_Konar,,athlete
Adam_Kossowski,1905,other
Adam_Kotsko,1980,author
Adam_Krikorian,1974,other
Adam_Kuper,,academic
Adam_Laxalt,1978,office holder
Adam_Leitman_Bailey,1970,other
Adam_Leventhal_(programmer),1979,other
Adam_Liaw,1978,other
Adam_Lilling,1970,other
Adam_Lipiński,,office holder
Adam_Lisagor,1978,other
Adam_Loewy,,other
Adam_Macklin,1989,athlete
Adam_Malima,,office holder
Adam_Martin_Wyant,,office holder
Adam_Matusiewicz,1973,other
Adam_May_(television_reporter),,other
Adam_Mayfield,1976,other
Adam_McArthur,,other
Adam_McMullen,,other
Adam_Mitchell_(golfer),1987,athlete
Adam_Namm,1963,other
Adam_Nash_(executive),,other
Adam_Neylon,1984,office holder
Adam_Nicolson,,author
Adam_Nowak,1963,other
Adam_Pettle,,author
Adam_Powell_(rugby_union),1987,athlete
Adam_Price,,other
Adam_Putnam,,office holder
Adam_R._Young,1982,office holder
Adam_Rapp,,author
Adam_Ravenstahl,1984,office holder
Adam_Riess,,academic
Adam_Roberts_(British_writer),,author
Adam_Roberts_(scholar),1940,other
Adam_Robinson_(politician),1976,other
Adam_Ruud,1983,athlete
Adam_S._Veige,,academic
Adam_Saleh,1993,other
Adam_Sandow,,other
Adam_Satchell,,office holder
Adam_Schefter,1966,other
Adam_Schiff,,office holder
Adam_Scott_(golfer),,athlete
Adam_Sedgwick,1785,academic
Adam_Sender,,other
Adam_Shada,1985,athlete
Adam_Shaheen,1964,other
Adam_Shand_(journalist),1962,other
Adam_Shareef,,office holder
Adam_Silver,1962,office holder
Adam_Simmonds,1977,office holder
Adam_Skorek,1956,other
Adam_Smarte,1987,athlete
Adam_Smith_(American_football),1990,athlete
Adam_Smith_(politician),,office holder
Adam_Smoluk,1980,other
Adam_Snow,,other
Adam_Steltzner,1963,academic
Adam_Stevens_(NASCAR),1978,other
Adam_Struzik,1957,office holder
Adam_Szostkiewicz,1952,other
Adam_Taliaferro,1982,office holder
Adam_Throop,1977,athlete
Adam_Tomkins,,academic
Adam_Tsuei,1959,other
Adam_Ulam,1922,author
Adam_Virgo,,athlete
Adam_Walsh_(American_football),1901,other
Adam_West,1928,other
Adam_Whitelock,1987,athlete
Adam_Wierman,1979,academic
Adam_Williamson,,athlete
Adam_Wood,1955,office holder
Adam_Wool,,office holder
Adam_Wright_(water_polo),1977,other
Adam_of_Łowicz,,other
Adam_von_Trott_zu_Solz,1909,other
Adam_Żurowski,,academic
Adan_Mohammed,,office holder
Adaora_Elonu,,athlete
Adaora_Udoji,,other
Adar_Poonawalla,,other
Adarrial_Smylie,,athlete
Adarsh_Shastri,1973,office holder
Adauto_Neto,1980,athlete
Addia_Wuchner,1955,office holder
Addie_Jenne_Russell,,office holder
Addison_Brown,1830,other
Addison_Clark,1842,other
Addison_Kelly,1875,other
Addison_Lockley,1991,athlete
Addison_T._Smith,,other
Addison_Wiggin,,author
Ade_Dagunduro,1986,athlete
Adebayo_Ogunlesi,1953,other
Adeel_Chaudhry,,other
Adejoke_Ayoola,,academic
Adekunle_Ayeni,1976,other
Adel_Al_Toraifi,1979,office holder
Adel_Emam,1940,other
Adel_Fakeih,1959,office holder
Adel_Ferdosipour,1974,other
Adel_Safar,1953,office holder
Adel_Sedra,1943,other
Adel_Tamano,1970,office holder
Adel_al-Jubeir,,office holder
Adela_Mohseni,,other
Adelaide_Carpenter,1944,academic
Adelaide_Hasse,1868,other
Adelaide_Manning,1828,other
Adele_Diamond,,academic
Adele_Goldberg_(computer_scientist),,academic
Adele_Goldberg_(linguist),,academic
Adele_Horin,,author
Adele_Khoury_Graham,1938,office holder
Adeline_Ames,,academic
Adeline_Daley,1921,other
Adeline_Yen_Mah,1937,other
Adem_Demaçi,1936,other
Aden_Duale,1969,office holder
Adenan_Satem,1944,other
Adesayo_Oyedijo,1957,other
Adesh_Kanwarjit_Singh_Brar,1922,office holder
Adesola_Kazeem_Adeduntan,1969,office holder
Adetokunbo_Lucas,1931,academic
Adetomiwa_Edun,1984,other
Adeyemi_Ikuforiji,1958,office holder
Adeyinka_Gladys_Falusi,,other
Adi_Bulsara,1951,academic
Adi_Stein,1986,athlete
Adib_Boroumand,1924,office holder
Adiele_Afigbo,1937,academic
Adil_Najam,,academic
Adin_B._Capron,1841,other
Adin_Falkoff,1921,other
Adisak_Kraisorn,,athlete
Adisak_Sensom-Eiad,,athlete
Aditi_Arya,1994,other
Aditi_Chauhan,1992,athlete
Aditi_Pant,,academic
Aditi_Shankardass,,academic
Aditi_Vats,1992,other
Aditya_Assarat,1972,other
Aditya_Chopra,1971,other
Aditya_Jha,,other
Aditya_Mittal,1976,other
Aditya_Prakash_(architect),1924,other
Adlah_Donastorg_Jr.,1961,office holder
Adlai_Stevenson_I,,office holder
Adlai_Stevenson_II,,other
Adlai_Stevenson_III,,other
Adlai_Wertman,1959,other
Adly_Mansour,1945,office holder
Adlène_Hicheur,1976,academic
Admir_Salihović,1988,athlete
Adna_R._Johnson,1860,other
Adnan_Adıvar,1882,other
Adnan_Bin_Abdullah_Al_Mazrooa,1954,other
Adnan_Buyung_Nasution,1934,other
Adnan_Gulshair_el_Shukrijumah,1975,other
Adnan_Haider_Randhawa,1979,other
Adnan_Hassan_Mahmoud,1966,other
Adnan_Hussein,,office holder
Adnan_Kassar,1930,office holder
Adnan_Khairallah,,office holder
Adnan_Malik,0009,other
Adnan_Mansour,1946,office holder
Adnan_Menderes,,other
Adnan_Omran,,office holder
Adnan_Pachachi,,office holder
Adnan_Polat,1953,other
Adnan_Shah,,other
Adnan_Yaakob,1950,other
Adnan_Yılmaz,,other
Adnan_al-Zurufi,1966,office holder
Adnen_Mansser,1966,office holder
Ado_Birk,,office holder
Adolf_Bernhard_Christoph_Hilgenfeld,,academic
Adolf_Carl_Noé,1873,academic
Adolf_Dehn,1895,other
Adolf_Engler,,academic
Adolf_Erik_Nordenskiöld,,academic
Adolf_Ernst,1832,academic
Adolf_Eugen_Fick,,academic
Adolf_Hurwitz,,academic
Adolf_Karl_Ludwig_Claus,1838,academic
Adolf_Kneser,,academic
Adolf_Lieben,1836,academic
Adolf_Mayer,,academic
Adolf_Meyer_(psychiatrist),,academic
Adolf_Mwesige,1966,other
Adolf_Piltz,1855,academic
Adolf_Reinach,,academic
Adolf_Sieverts,1874,academic
Adolf_von_Baeyer,,academic
Adolf_von_Steiger,,office holder
Adolfas_Jucys,1904,academic
Adolfo_Aguilar_Zínser,,other
"Adolfo_Carrión,_Jr.",,office holder
Adolfo_Diz,1931,office holder
Adolfo_Figueroa-Viñas,1949,academic
Adolfo_García-Sastre,,academic
Adolfo_Nicolás,1936,other
Adolfo_Panfili,1955,academic
Adolfo_Pérez_Esquivel,1931,other
Adolfo_Suárez,,office holder
Adolfo_Suárez_Illana,1964,other
Adolph_Dial,1922,other
Adolph_E._Borie,,office holder
Adolph_F._Bechdolt,1846,other
Adolph_G._Metzner,1834,other
Adolph_J._Lewandowski,1905,other
Adolph_J._Sabath,,other
Adolph_Jensen,1866,academic
Adolph_Knopf,1882,academic
Adolph_Murie,1899,author
Adolph_Rupp,,other
Adolph_Strecker,1822,academic
Adolph_Wagner,,academic
Adolphe_Chenevière,1855,author
Adolphe_Lafargue,1855,office holder
Adolphe_Quetelet,,academic
Adolphus_Washington,,athlete
Adonijah_Welch,,office holder
Adoniram_J._Holmes,1842,other
Adoniram_J._Warner,,office holder
Adoniram_Judson,1788,other
Adonis_Georgiadis,1972,other
Adonis_Santa_Maria,1979,athlete
Adriaan_Blaauw,,academic
Adriaan_Cornelis_Zaanen,1913,academic
Adriaan_Fokker,,academic
Adriaan_Nicolaas_Petrus_Pelzer,1915,other
Adriaan_Stoop,1856,other
Adriaan_Strauss,1985,athlete
Adriaan_Vlok,1937,office holder
Adriaan_van_Maanen,,academic
Adriaan_van_Wijngaarden,,academic
Adriaan_van_den_Spiegel,1578,academic
Adriaen_van_der_Donck,1618,other
Adrian_A._Basora,1938,other
Adrian_Allinson,1890,other
Adrian_Bailey,,other
Adrian_Banks,,athlete
Adrian_Beers,1916,other
Adrian_Bejan,,other
Adrian_Bird,1947,academic
Adrian_Bowyer,1952,other
Adrian_Brooks,1957,other
Adrian_Bryan-Brown,1956,other
Adrian_Buoncristiani,,other
Adrian_Caesar,1955,author
Adrian_Cashmore,1973,athlete
Adrian_Celada,,athlete
Adrian_Cheng,,other
Adrian_Cristobal,1932,author
Adrian_Davies,1962,other
Adrian_Davies_(rugby_union),1969,athlete
Adrian_Dingle_(American_football),,athlete
Adrian_Dixon,1948,academic
Adrian_Dorber,1952,other
Adrian_Evangelista,1989,other
Adrian_Fenty,,office holder
Adrian_Fulford,1953,other
Adrian_G._Duplantier,1929,other
Adrian_Gibson,1935,other
Adrian_Greenwood,1973,author
Adrian_Grenier,1976,other
Adrian_Hanauer,1966,other
Adrian_Hardiman,,office holder
Adrian_Hasler,,office holder
Adrian_Hilburn,1987,athlete
Adrian_Ioana,1981,academic
Adrian_Jarvis,1983,athlete
Adrian_Johns,1951,office holder
Adrian_Kaehler,,academic
Adrian_Kekec,1985,athlete
Adrian_Klemm,,other
Adrian_LeRoy,1987,athlete
Adrian_Leftwich,1940,other
Adrian_Lindsey,,other
Adrian_Lombard,1915,other
Adrian_Madise,1980,athlete
Adrian_Marian,1955,other
Adrian_McKinty,1968,author
Adrian_Mihai_Ionescu,,academic
"Adrian_Moss_(basketball,_born_1988)",,athlete
Adrian_Newey,1958,other
Adrian_Newman_(bishop),1958,other
Adrian_Nicole_LeBlanc,,author
Adrian_Năstase,,office holder
Adrian_Pagan,,other
Adrian_Parr,1967,author
Adrian_Piccoli,1970,other
Adrian_Piper,1948,other
Adrian_Ramsay,,office holder
Adrian_Regnier,1889,other
Adrian_Serioux,,athlete
Adrian_Slade,,other
Adrian_Smith_(basketball),,athlete
Adrian_Smith_(politician),,office holder
Adrian_Smith_(statistician),,academic
Adrian_Stoop,,athlete
Adrian_Swire,1932,other
Adrian_Tchaikovsky,,author
Adrian_Tucker,1976,other
Adrian_Van_de_Graaff,,other
Adrian_van_Hooydonk,1964,other
Adriana_Abenia,1984,other
Adriana_Altaras,1960,other
Adriana_Bittel,1946,author
Adriana_Dorn,1986,other
Adriana_Farmiga,1974,other
Adriana_Hoffmann,,academic
Adriana_Krnáčová,,office holder
Adriana_Kugler,1969,office holder
Adriana_Ocampo,1955,academic
Adriana_Taylor,1946,office holder
Adriana_Vacarezza,"['1961', '1959']",other
Adrianne_Wadewitz,1977,other
Adriano_Belli,1977,athlete
Adriano_Espaillat,,office holder
Adriano_Garsia,1928,academic
Adriano_Moreira,1922,office holder
Adriano_Sánchez_Roa,1956,office holder
Adriano_de_Lima,1981,athlete
Adrianus_de_Hoop,,academic
Adriel_Brathwaite,1962,office holder
Adriel_Hampton,1978,other
Adrien_Brody,1973,other
Adrien_Mörk,,athlete
Adrien_Sturt,,athlete
Adrien_de_Gerlache,1866,other
Adrienne_Adams,1906,other
Adrienne_Alexander,1954,other
Adrienne_Arsenault,1967,other
Adrienne_Arsht,1942,other
Adrienne_Clarke,,office holder
Adrienne_Evans,,academic
Adrienne_Jablanczy,,other
Adrienne_Maloof,1961,other
Adrienne_Marie,,athlete
Adrienne_Mayor,1946,other
Adrienne_Russell,1971,other
Adrienne_Thomas,,office holder
Adrin_Nazarian,1973,office holder
Adris_Deleon,,athlete
Adryan_Fitra_Azyus,1985,other
Adva_Twil,1985,athlete
Ady_Spencer,1973,athlete
Adán_Vergara,1981,athlete
Adélaïde_Leroux,1982,other
Aengus_Ó_Snodaigh,,office holder
Afelee_F._Pita,1958,other
Afet_İnan,1908,other
Afoa_Moega_Lutu,1947,other
Afonso_Pena,,other
Afrasiab_Khattak,,office holder
African_Feminist_Forum,1940,other
African_Grant,1965,athlete
Afroditi_Krassa,1974,other
Afroz_Ahmad,1958,other
Afsana_Mimi,0020,other
Afsar_Asadi,1958,other
Afshan_Azad,1988,other
Afshin_Ghaffarian,1986,other
Aftab_Ahmad_Sherpao,1944,office holder
Aftab_Ahmed_(Sind_University_cricketer),,athlete
Aftab_Ghulam_Nabi_Kazi,1919,office holder
Afton_Williamson,"['1987', '1985']",other
Afusipa_Taumoepeau,1990,athlete
Aga_Muhlach,1969,other
Aganetha_Dyck,1937,other
Agar_Wynne,1850,other
Agata_Kornhauser-Duda,1972,office holder
Agatha_Sangma,1980,office holder
Agenor_Mafra-Neto,1964,academic
Aggrey_Awori,1939,other
Aggrey_Mwanri,,office holder
Agha_Danish,,other
Agha_Javed_Pathan,1972,other
Agha_Shahid_Ali,1949,other
Agnes_Akiror,1968,other
Agnes_Arber,1879,academic
Agnes_Catherine_Maitland,1850,other
Agnes_Claypole_Moody,1870,academic
Agnes_Denes,1931,other
Agnes_Jongerius,1960,office holder
Agnes_Kant,1967,other
Agnes_Martin,,other
Agnes_Mary_Mansour,1931,other
Agnes_Milowka,1981,other
Agnes_Mongan,1905,other
Agnes_Moorehead,1900,other
Agneta_Stark,1946,other
Agnete_Bræstrup,1909,academic
Agni_Sapkota,,office holder
Agnus_Berenato,,other
Agostinho_Mondlane,,office holder
Agostinho_Silva,1963,office holder
Agostino_Lanzillo,,other
Agripino_Cawich,1947,office holder
Agum_Gumelar,1945,office holder
Agung_Laksono,,other
Agus_Martowardojo,1956,office holder
Agustus_Montrose,,author
Agustín_Carstens,1958,office holder
Agustín_Guerrero_Castillo,1959,other
Agustín_Rossi,1959,office holder
Agys_Ramsaran_Verma,,office holder
Aharon_Appelfeld,,author
Aharon_Barak,,other
Aharon_Doron,1922,other
Aharon_Lichtenstein,1933,other
Aharon_Razin,1935,academic
Aharon_Wasserman,1986,other
Ahatanhel_Krymsky,,academic
Ahliman_Amiraslanov,1947,academic
Ahmad_Abdulal,"['1932', '1942']",other
Ahmad_Akbarpour,1970,author
Ahmad_Alirezabeighi,1957,other
Ahmad_Ammar_Ahmad_Azam,1993,other
Ahmad_Awad_bin_Mubarak,1968,office holder
Ahmad_Bateman,1961,athlete
Ahmad_Faraz,,author
Ahmad_Fuadi,1972,author
Ahmad_Ghanizadeh,,office holder
Ahmad_Ghany,1984,other
Ahmad_Hakimipour,1963,other
Ahmad_Hasan_Dani,,academic
Ahmad_Husni_Hanadzlah,1952,other
Ahmad_Ismail_(Malaysian_politician),1955,other
Ahmad_Jarba,1969,office holder
Ahmad_Kamyabi_Mask,1944,author
Ahmad_Karami,1944,office holder
Ahmad_Maher_(diplomat),1935,office holder
Ahmad_Maslan,1966,other
Ahmad_Mattar,,office holder
Ahmad_Mohamed_Ibrahim,1916,office holder
Ahmad_Mukhtar,1946,office holder
Ahmad_Mukhtar_Baban,,office holder
Ahmad_Nady,1981,other
Ahmad_Naser_Sarmast,,other
Ahmad_Obeidat,1938,office holder
Ahmad_Said,,other
Ahmad_Shabery_Cheek,,other
Ahmad_Shuja_Pasha,1952,office holder
Ahmad_Ssengendo,1959,other
Ahmad_Tasnim,1935,other
Ahmad_Taufik,,other
Ahmad_Tavakkoli,,other
Ahmad_Tejan_Kabbah,,other
Ahmad_Tejan_Sillah,,other
Ahmad_Thomson,,other
Ahmad_Tousi,1947,other
Ahmad_Yaakob,1950,other
Ahmad_bin_Abdullah_Al_Mahmoud,,office holder
Ahmadou_Lamine_Ndiaye,1937,office holder
Ahmed_Abdel-Sattar,1984,athlete
Ahmed_Adeeb,,office holder
Ahmed_Al-Fahad_Al-Ahmed_Al-Sabah,1963,office holder
Ahmed_Alhatti,1968,other
Ahmed_Asmat_Abdel-Meguid,,office holder
Ahmed_Benchemsi,1974,author
Ahmed_Chalabi,,office holder
Ahmed_Fahour,1966,other
Ahmed_Friaa,1949,other
Ahmed_G._Cuizon,1965,office holder
Ahmed_Galal_(politician),,office holder
Ahmed_Gamal_El-Din_Moussa,1951,other
Ahmed_Ghappour,1980,other
Ahmed_Hassan_Said,1961,office holder
Ahmed_Humayun,1936,other
Ahmed_Hussain_A._Kazi,1920,office holder
Ahmed_Hussain_Macan_Markar,,other
Ahmed_Hussen,,other
Ahmed_Issack_Hassan,1970,office holder
Ahmed_Jabari,1960,other
Ahmed_K._Elmagarmid,1954,academic
Ahmed_Kathrada,,other
Ahmed_Khadr,1948,other
Ahmed_Khairi_Alomari,1970,author
Ahmed_M._Hassan,,office holder
Ahmed_Mansour_(journalist),1962,other
Ahmed_Mater,1979,other
Ahmed_Mekki,1941,office holder
Ahmed_Mohamed_Al-Hofi,1910,author
Ahmed_Mohamed_Mohamoud,,office holder
Ahmed_Mohiuddin,1923,academic
Ahmed_Muhtar_Pasha,,office holder
Ahmed_Mulay_Ali_Hamadi,1954,office holder
